home,win,home_seasonWins,home_seasonLosses,home_seasonGames,home_avg_teamScore,home_avg_opponentScore,home_avg_assists,home_avg_blocks,home_avg_steals,home_avg_freeThrowsAttempted,home_avg_reboundsTotal,home_avg_turnovers,home_avg_plusMinusPoints,home_avg_fieldGoalsAttempted,home_avg_threePointersAttempted,home_avg_fieldGoalsPercentage,home_avg_threePointersPercentage,home_avg_freeThrowsPercentage,away_seasonWins,away_seasonLosses,away_seasonGames,away_avg_teamScore,away_avg_opponentScore,away_avg_assists,away_avg_blocks,away_avg_steals,away_avg_freeThrowsAttempted,away_avg_reboundsTotal,away_avg_turnovers,away_avg_plusMinusPoints,away_avg_fieldGoalsAttempted,away_avg_threePointersAttempted,away_avg_fieldGoalsPercentage,away_avg_threePointersPercentage,away_avg_freeThrowsPercentage,h2h_win_rate
1,1,56,36,92,94.3,90.5,20.1,6.2,7.0,24.1,46.1,15.3,4.3,80.1,20.1,0.435,0.345,0.748,60,33,93,98.5,94.3,18.7,3.7,8.3,20.7,40.5,12.0,4.2,81.5,28.2,0.445,0.369,0.755,0.6
1,1,66,26,92,103.0,96.2,24.9,5.3,8.5,21.2,41.6,14.3,7.0,81.8,21.4,0.48,0.375,0.785,64,29,93,93.8,89.6,20.7,5.2,8.4,22.5,42.4,13.5,4.2,81.2,13.6,0.445,0.337,0.771,0.0
1,1,67,26,93,103.0,96.1,24.9,5.3,8.5,21.1,41.5,14.3,7.2,81.8,21.5,0.481,0.376,0.785,64,30,94,93.7,89.8,20.7,5.2,8.4,22.5,42.4,13.5,4.2,81.1,13.6,0.445,0.338,0.77,1.0
1,1,74,17,91,102.5,94.0,23.1,5.4,8.6,23.4,38.7,14.0,8.5,76.9,21.9,0.497,0.389,0.758,57,36,93,94.4,90.5,20.0,6.2,7.0,24.3,46.0,15.2,4.3,79.9,20.1,0.436,0.344,0.748,0.0
1,0,75,17,92,102.5,94.1,23.1,5.4,8.7,23.4,38.7,14.1,8.4,77.0,21.9,0.496,0.388,0.756,57,37,94,94.5,90.7,20.0,6.1,7.0,24.4,46.0,15.3,4.3,80.0,20.0,0.436,0.343,0.748,1.0
1,0,64,31,95,93.7,89.8,20.7,5.2,8.4,22.5,42.5,13.5,4.1,81.3,13.6,0.443,0.337,0.769,68,26,94,102.9,96.0,24.9,5.4,8.5,21.1,41.5,14.3,7.1,81.8,21.5,0.48,0.376,0.785,0.0
1,0,58,37,95,94.5,90.7,20.0,6.1,7.0,24.5,45.9,15.3,4.3,79.8,19.9,0.436,0.344,0.748,75,18,93,102.4,94.1,23.0,5.4,8.6,23.4,38.6,14.1,8.2,77.0,21.9,0.496,0.387,0.756,0.5
1,0,64,32,96,93.7,90.0,20.7,5.2,8.4,22.5,42.6,13.5,3.9,81.4,13.7,0.443,0.338,0.767,69,26,95,102.9,96.0,24.9,5.4,8.4,21.1,41.6,14.3,7.2,81.8,21.5,0.481,0.376,0.784,0.0
1,1,58,38,96,94.5,90.9,19.9,6.1,6.9,24.7,45.9,15.3,4.0,79.8,19.8,0.436,0.346,0.748,76,18,94,102.5,94.1,22.9,5.4,8.6,23.5,38.6,14.0,8.4,77.0,21.8,0.497,0.387,0.757,0.333
1,1,76,19,95,102.4,94.2,22.9,5.4,8.6,23.5,38.5,13.9,8.2,77.0,21.8,0.495,0.387,0.758,59,38,97,94.6,91.0,19.9,6.1,6.9,24.8,46.0,15.2,4.1,79.6,19.8,0.437,0.345,0.748,0.5
1,1,59,39,98,94.4,90.9,19.8,6.0,6.9,24.7,45.8,15.3,3.9,79.5,19.7,0.437,0.345,0.749,77,19,96,102.2,94.0,22.8,5.4,8.5,23.4,38.4,13.9,8.2,77.0,21.8,0.496,0.387,0.756,0.4
1,1,77,20,97,102.0,94.0,22.7,5.4,8.5,23.4,38.4,13.9,8.0,76.9,21.8,0.494,0.389,0.757,60,39,99,94.4,90.8,19.8,6.0,6.9,24.6,45.9,15.3,4.0,79.5,19.6,0.437,0.347,0.747,0.5
1,0,78,20,98,101.9,93.8,22.6,5.4,8.6,23.5,38.4,13.9,8.1,76.9,21.7,0.493,0.389,0.758,70,26,96,102.8,95.9,24.9,5.4,8.4,21.0,41.5,14.3,7.2,81.7,21.4,0.481,0.374,0.785,0.0
1,1,78,21,99,101.8,93.8,22.6,5.4,8.5,23.4,38.5,13.8,8.0,76.9,21.7,0.493,0.388,0.757,71,26,97,102.7,95.8,24.8,5.4,8.4,21.0,41.5,14.2,7.1,81.7,21.4,0.48,0.373,0.786,0.0
1,1,71,27,98,102.5,95.9,24.7,5.4,8.4,20.9,41.5,14.2,6.9,81.7,21.4,0.48,0.375,0.785,79,21,100,101.8,93.7,22.6,5.4,8.5,23.3,38.5,13.7,8.1,77.0,21.7,0.493,0.389,0.758,0.5
1,0,72,27,99,102.6,95.7,24.7,5.4,8.4,20.9,41.6,14.2,7.2,81.8,21.5,0.48,0.376,0.783,79,22,101,101.6,93.9,22.6,5.4,8.5,23.2,38.4,13.8,7.7,77.0,21.7,0.492,0.39,0.757,0.667
1,1,72,28,100,102.5,95.8,24.7,5.4,8.4,21.0,41.6,14.3,6.9,81.6,21.4,0.479,0.377,0.783,80,22,102,101.6,93.9,22.6,5.4,8.6,23.1,38.5,13.7,7.8,77.1,21.6,0.492,0.389,0.758,0.5
1,1,80,23,103,101.7,94.1,22.6,5.4,8.6,23.1,38.4,13.7,7.6,77.2,21.6,0.491,0.39,0.759,73,28,101,102.6,95.9,24.7,5.4,8.3,21.0,41.5,14.3,7.0,81.5,21.4,0.48,0.378,0.783,0.4
1,1,81,23,104,101.7,94.1,22.6,5.4,8.6,23.1,38.5,13.7,7.6,77.2,21.6,0.491,0.392,0.759,73,29,102,102.6,96.0,24.5,5.4,8.3,21.1,41.5,14.3,6.9,81.6,21.4,0.48,0.377,0.783,0.5
1,0,56,26,82,96.7,92.3,20.1,5.4,6.7,23.3,44.7,15.1,4.7,80.2,18.8,0.45,0.356,0.779,38,44,82,101.0,101.5,24.9,4.0,8.3,21.7,40.0,15.3,-0.5,81.6,25.8,0.459,0.36,0.783,0.0
1,0,48,34,82,101.3,98.0,21.2,4.2,7.0,25.1,42.5,14.1,3.2,81.9,23.4,0.447,0.37,0.78,44,38,82,98.5,99.5,20.9,3.8,8.6,24.4,38.1,14.5,-1.0,77.9,23.4,0.46,0.362,0.754,0.0
1,1,59,23,82,106.2,99.8,21.9,6.1,8.3,25.0,44.7,15.3,6.6,82.7,22.4,0.472,0.364,0.804,50,32,82,96.1,94.6,21.9,4.6,7.7,20.3,42.4,13.7,1.6,82.0,14.0,0.465,0.352,0.736,0.0
1,0,57,25,82,107.9,101.0,24.6,4.8,8.6,29.1,43.0,13.9,7.0,82.5,24.0,0.475,0.351,0.732,51,31,82,104.3,99.5,23.3,5.0,7.8,21.1,45.3,15.2,5.1,85.4,24.8,0.462,0.379,0.756,0.0
1,1,54,28,82,102.2,97.4,22.5,4.5,8.9,23.0,36.9,14.8,4.8,76.5,22.3,0.502,0.364,0.763,43,39,82,96.9,97.1,21.7,5.1,6.1,24.4,42.7,12.3,0.1,82.1,17.9,0.443,0.35,0.739,0.0
1,0,48,34,82,93.7,91.8,22.7,5.2,7.2,23.3,44.1,14.9,2.4,80.2,17.8,0.433,0.347,0.781,44,38,82,100.7,99.4,23.3,4.6,8.1,20.9,42.2,14.7,1.5,84.4,20.8,0.461,0.376,0.731,0.0
1,1,62,20,82,105.4,97.6,25.2,5.1,7.4,20.0,43.3,14.4,7.7,83.5,21.4,0.487,0.397,0.781,49,33,82,104.8,102.4,23.6,4.3,8.6,21.1,40.9,13.5,2.7,83.6,22.9,0.475,0.382,0.789,0.0
1,0,54,28,82,107.7,103.1,21.4,5.6,7.6,31.1,45.3,16.1,4.6,80.5,26.6,0.474,0.357,0.714,54,28,82,106.7,102.8,23.2,4.7,5.5,23.5,46.4,13.7,4.0,87.0,25.3,0.45,0.371,0.815,0.0
1,0,60,23,83,106.1,99.7,21.9,6.2,8.2,25.1,44.8,15.3,6.7,82.6,22.3,0.472,0.363,0.805,50,33,83,96.0,94.6,21.8,4.6,7.7,20.4,42.4,13.6,1.4,82.1,14.0,0.464,0.35,0.734,1.0
1,1,57,26,83,107.9,101.0,24.6,4.9,8.6,29.1,43.0,13.9,6.8,82.5,24.0,0.475,0.353,0.731,52,31,83,104.3,99.5,23.3,5.0,7.8,21.2,45.3,15.3,5.1,85.5,24.9,0.462,0.379,0.756,0.0
1,1,56,27,83,96.7,92.4,20.1,5.4,6.7,23.3,44.7,15.1,4.5,80.2,18.8,0.45,0.357,0.778,39,44,83,101.0,101.4,24.7,4.0,8.3,21.8,40.0,15.2,-0.4,81.5,25.9,0.458,0.36,0.784,0.0
1,1,48,35,83,101.1,98.0,21.2,4.2,7.0,25.1,42.6,14.2,3.1,81.8,23.4,0.446,0.37,0.782,45,38,83,98.5,99.4,20.8,3.8,8.6,24.4,38.1,14.5,-0.9,78.0,23.4,0.459,0.359,0.755,0.0
1,0,48,35,83,93.7,91.9,22.6,5.1,7.2,23.3,44.1,14.8,2.3,80.2,17.8,0.433,0.345,0.781,45,38,83,100.7,99.3,23.3,4.6,8.1,21.1,42.2,14.6,1.6,84.3,20.7,0.461,0.376,0.731,0.0
1,1,55,28,83,102.2,97.3,22.4,4.5,8.9,23.0,36.9,14.7,4.8,76.5,22.3,0.501,0.366,0.763,43,40,83,96.7,97.1,21.6,5.1,6.1,24.2,42.7,12.3,-0.1,82.0,18.0,0.444,0.35,0.738,1.0
1,0,63,20,83,105.2,97.5,25.0,5.1,7.3,20.0,43.3,14.3,7.7,83.4,21.4,0.487,0.394,0.781,49,34,83,104.6,102.3,23.5,4.3,8.5,21.0,40.9,13.5,2.6,83.7,22.8,0.474,0.381,0.788,1.0
1,0,54,29,83,107.8,103.3,21.3,5.6,7.5,31.2,45.5,16.1,4.5,80.8,26.7,0.473,0.355,0.713,55,28,83,106.9,103.0,23.1,4.7,5.6,23.7,46.5,13.7,4.0,87.1,25.3,0.45,0.37,0.814,0.0
1,1,39,45,84,100.8,101.4,24.6,4.0,8.2,21.8,39.9,15.2,-0.6,81.5,25.9,0.457,0.36,0.783,57,27,84,96.8,92.4,20.2,5.4,6.7,23.3,44.6,15.1,4.7,80.0,18.8,0.451,0.359,0.778,0.5
1,1,51,33,84,96.2,94.8,21.9,4.5,7.7,20.5,42.4,13.6,1.4,82.2,13.9,0.464,0.35,0.736,60,24,84,106.1,99.8,21.9,6.2,8.2,25.1,44.9,15.2,6.5,82.8,22.4,0.471,0.362,0.806,0.5
1,0,52,32,84,104.2,100.0,23.3,5.0,7.8,21.2,45.2,15.4,4.5,85.4,24.8,0.462,0.377,0.756,58,26,84,108.2,101.0,24.6,4.9,8.7,29.2,42.9,13.9,7.2,82.5,24.0,0.476,0.354,0.733,0.5
1,1,45,39,84,98.4,99.4,20.8,3.8,8.7,24.5,38.0,14.4,-1.0,78.0,23.5,0.459,0.358,0.755,49,35,84,101.1,98.0,21.2,4.2,6.9,25.1,42.7,14.3,3.1,81.8,23.3,0.447,0.367,0.782,0.5
1,0,46,38,84,100.7,99.3,23.2,4.6,8.1,21.2,42.2,14.6,1.6,84.2,20.7,0.461,0.377,0.729,48,36,84,93.7,92.0,22.6,5.1,7.2,23.3,44.1,14.8,2.2,80.3,17.8,0.433,0.345,0.781,1.0
1,0,56,28,84,107.0,103.0,23.1,4.8,5.5,23.7,46.5,13.7,4.0,87.1,25.2,0.45,0.37,0.815,54,30,84,107.8,103.4,21.3,5.6,7.5,31.2,45.5,16.1,4.3,80.9,26.5,0.472,0.353,0.714,1.0
1,0,40,45,85,100.8,101.2,24.6,4.0,8.2,22.0,39.9,15.2,-0.4,81.4,26.0,0.457,0.36,0.783,57,28,85,96.6,92.4,20.2,5.4,6.8,23.3,44.7,15.1,4.4,80.1,18.8,0.45,0.357,0.778,0.667
1,0,43,41,84,96.8,97.1,21.6,5.1,6.1,24.2,42.7,12.4,-0.1,82.1,18.0,0.443,0.351,0.738,56,28,84,102.1,97.3,22.4,4.5,8.9,23.1,36.9,14.7,4.8,76.4,22.3,0.502,0.366,0.763,0.0
1,1,50,34,84,104.7,102.2,23.4,4.3,8.6,21.0,40.8,13.4,2.8,83.8,22.8,0.474,0.381,0.789,63,21,84,105.0,97.7,24.9,5.1,7.3,20.2,43.2,14.5,7.3,83.2,21.4,0.487,0.396,0.779,0.5
1,0,52,33,85,96.2,94.8,21.9,4.5,7.7,20.4,42.5,13.6,1.5,82.3,13.9,0.464,0.349,0.737,60,25,85,105.9,99.8,21.8,6.2,8.2,25.2,44.9,15.2,6.4,82.8,22.5,0.47,0.36,0.805,0.667
1,0,46,39,85,98.5,99.4,20.8,3.8,8.6,24.6,37.9,14.4,-0.9,77.8,23.4,0.459,0.358,0.755,49,36,85,101.1,98.0,21.1,4.2,6.9,25.2,42.6,14.3,3.1,81.6,23.3,0.447,0.367,0.782,0.667
1,1,46,39,85,100.6,99.3,23.2,4.6,8.1,21.2,42.2,14.6,1.6,84.2,20.7,0.461,0.377,0.729,49,36,85,93.8,92.1,22.6,5.1,7.2,23.4,44.0,14.8,2.2,80.2,17.9,0.434,0.347,0.779,0.667
1,1,52,33,85,104.1,100.0,23.3,5.0,7.8,21.3,45.3,15.4,4.4,85.4,24.9,0.462,0.375,0.755,59,26,85,108.1,101.0,24.6,4.9,8.7,29.1,42.9,13.9,7.2,82.5,24.0,0.476,0.353,0.729,0.333
1,1,56,29,85,107.1,103.2,23.1,4.9,5.5,23.8,46.5,13.7,3.9,87.1,25.3,0.45,0.37,0.816,55,30,85,107.9,103.6,21.3,5.6,7.5,31.1,45.5,16.0,4.4,81.2,26.6,0.472,0.353,0.716,0.667
1,0,58,28,86,96.5,92.4,20.2,5.4,6.8,23.2,44.7,15.1,4.4,80.0,18.9,0.45,0.358,0.776,40,46,86,100.6,101.1,24.5,4.0,8.2,21.9,39.9,15.2,-0.4,81.4,26.0,0.455,0.36,0.786,0.5
1,0,43,42,85,96.6,97.2,21.6,5.1,6.0,24.3,42.6,12.4,-0.3,81.9,18.0,0.443,0.351,0.738,57,28,85,102.1,97.2,22.4,4.5,8.9,23.0,36.9,14.6,4.9,76.4,22.3,0.501,0.367,0.764,0.0
1,0,51,34,85,104.8,102.2,23.5,4.4,8.5,21.0,40.8,13.4,2.8,83.7,22.8,0.475,0.381,0.79,63,22,85,105.0,97.8,25.0,5.1,7.4,20.1,43.1,14.5,7.2,83.2,21.3,0.488,0.395,0.779,0.667
1,0,49,37,86,93.7,92.2,22.6,5.1,7.2,23.3,44.0,14.9,2.1,80.2,17.9,0.434,0.345,0.78,47,39,86,100.6,99.2,23.2,4.6,8.1,21.2,42.2,14.5,1.7,84.3,20.7,0.46,0.378,0.73,0.25
1,0,61,25,86,105.8,99.6,21.7,6.3,8.2,25.1,45.0,15.3,6.4,82.9,22.6,0.469,0.359,0.806,52,34,86,96.1,94.7,21.9,4.5,7.7,20.5,42.6,13.6,1.4,82.4,14.0,0.463,0.349,0.735,0.5
1,1,59,27,86,108.0,101.2,24.6,4.8,8.7,29.1,42.8,13.9,6.8,82.5,24.1,0.475,0.353,0.731,53,33,86,104.3,99.9,23.4,5.0,7.8,21.3,45.2,15.4,4.6,85.3,25.0,0.463,0.376,0.755,0.5
1,1,50,36,86,100.9,97.8,21.1,4.1,6.9,25.2,42.6,14.3,3.1,81.5,23.3,0.446,0.365,0.783,46,40,86,98.2,99.2,20.8,3.8,8.6,24.7,38.0,14.4,-1.0,77.7,23.4,0.459,0.357,0.754,0.5
1,1,64,22,86,104.9,97.7,24.8,5.0,7.3,20.1,43.2,14.5,7.2,83.1,21.3,0.487,0.394,0.779,51,35,86,104.6,102.1,23.4,4.3,8.5,21.0,40.8,13.4,2.7,83.7,22.8,0.474,0.38,0.788,0.5
1,1,55,31,86,108.1,103.8,21.2,5.6,7.5,31.2,45.6,16.0,4.3,81.2,26.6,0.472,0.354,0.716,57,29,86,107.3,103.4,23.1,4.9,5.6,23.8,46.5,13.6,3.9,87.2,25.3,0.451,0.37,0.815,0.25
1,0,41,46,87,100.7,101.0,24.5,4.0,8.2,22.0,39.9,15.2,-0.3,81.2,26.1,0.456,0.362,0.786,58,29,87,96.6,92.5,20.3,5.4,6.8,23.1,44.6,15.1,4.3,80.0,19.0,0.45,0.359,0.774,0.6
1,0,53,34,87,96.2,94.8,21.9,4.5,7.8,20.5,42.6,13.5,1.4,82.5,14.1,0.463,0.349,0.735,61,26,87,105.7,99.6,21.7,6.2,8.1,25.0,45.1,15.3,6.3,83.0,22.7,0.468,0.36,0.806,0.6
1,1,53,34,87,104.3,100.1,23.4,4.9,7.8,21.3,45.1,15.4,4.5,85.3,25.0,0.463,0.376,0.754,60,27,87,108.1,101.2,24.5,4.8,8.7,29.2,42.8,13.9,6.9,82.4,24.0,0.475,0.353,0.731,0.4
1,1,46,41,87,98.4,99.4,20.8,3.8,8.6,24.7,37.9,14.4,-1.0,77.7,23.4,0.46,0.358,0.754,51,36,87,101.1,98.0,21.1,4.1,6.9,25.3,42.5,14.3,3.1,81.4,23.3,0.447,0.366,0.783,0.4
1,1,51,36,87,104.6,102.2,23.3,4.4,8.5,21.0,40.9,13.3,2.6,83.8,22.9,0.473,0.381,0.789,65,22,87,105.0,97.8,24.8,5.0,7.3,20.2,43.2,14.4,7.2,83.2,21.2,0.487,0.395,0.778,0.4
1,1,57,30,87,107.2,103.4,23.0,5.0,5.6,23.8,46.3,13.6,3.7,87.1,25.3,0.451,0.37,0.814,56,31,87,108.1,103.7,21.2,5.6,7.5,31.0,45.6,16.0,4.3,81.4,26.6,0.472,0.354,0.717,0.6
1,1,59,29,88,96.5,92.5,20.2,5.4,6.8,23.1,44.6,15.0,4.3,80.0,19.0,0.45,0.358,0.775,41,47,88,100.6,100.9,24.4,4.0,8.1,22.0,39.9,15.2,-0.4,81.2,26.2,0.455,0.361,0.787,0.5
1,1,62,26,88,105.7,99.5,21.6,6.3,8.1,25.0,45.1,15.3,6.5,82.9,22.6,0.468,0.359,0.807,53,35,88,96.0,94.9,21.8,4.4,7.7,20.6,42.6,13.5,1.2,82.5,14.1,0.462,0.347,0.734,0.5
1,1,60,28,88,108.0,101.2,24.5,4.8,8.6,29.3,42.9,13.9,6.8,82.4,24.2,0.474,0.353,0.731,54,34,88,104.2,100.1,23.4,4.9,7.8,21.5,45.2,15.3,4.4,85.3,25.0,0.462,0.375,0.753,0.5
1,0,51,37,88,100.9,97.9,21.0,4.1,7.0,25.3,42.5,14.3,2.9,81.4,23.3,0.446,0.366,0.783,47,41,88,98.4,99.2,20.8,3.8,8.6,24.8,38.0,14.4,-0.8,77.7,23.3,0.46,0.357,0.754,0.5
1,1,65,23,88,105.0,97.9,24.8,5.0,7.3,20.3,43.2,14.4,7.1,83.1,21.1,0.487,0.395,0.779,52,36,88,104.6,102.3,23.3,4.4,8.5,21.0,40.9,13.4,2.6,83.8,22.8,0.474,0.382,0.787,0.5
1,0,60,29,89,96.5,92.3,20.2,5.5,6.8,23.2,44.7,15.1,4.4,79.9,19.0,0.45,0.356,0.775,48,39,87,100.3,98.9,23.1,4.7,8.1,21.2,42.2,14.4,1.7,84.1,20.5,0.46,0.376,0.729,0.0
1,0,63,26,89,105.8,99.6,21.6,6.2,8.1,25.1,45.0,15.3,6.5,82.7,22.6,0.47,0.362,0.807,61,28,89,108.2,101.4,24.5,4.9,8.7,29.3,42.8,13.9,6.8,82.4,24.2,0.475,0.353,0.732,0.0
1,1,58,28,86,102.2,97.2,22.5,4.5,8.8,23.1,36.9,14.6,5.0,76.5,22.3,0.501,0.368,0.764,48,41,89,98.5,99.3,20.7,3.8,8.6,24.8,38.1,14.3,-0.8,77.7,23.3,0.46,0.357,0.753,0.0
1,1,66,23,89,105.2,97.9,24.8,5.0,7.3,20.4,43.1,14.3,7.3,83.0,21.2,0.488,0.396,0.778,58,30,88,107.1,103.4,22.9,5.0,5.7,23.8,46.2,13.6,3.7,87.1,25.3,0.45,0.37,0.815,0.0
1,1,60,30,90,96.5,92.5,20.1,5.5,6.8,23.3,44.6,15.0,4.3,79.9,19.0,0.45,0.357,0.775,49,39,88,100.3,98.8,23.1,4.7,8.1,21.3,42.4,14.5,1.8,84.1,20.5,0.459,0.379,0.729,0.0
1,1,63,27,90,105.8,99.8,21.6,6.2,8.1,25.1,45.0,15.4,6.3,82.8,22.7,0.47,0.361,0.807,62,28,90,108.3,101.4,24.5,4.8,8.7,29.3,42.7,13.8,6.9,82.4,24.2,0.476,0.355,0.73,0.0
1,1,59,28,87,102.2,97.1,22.4,4.5,8.8,23.0,36.9,14.5,5.2,76.4,22.3,0.502,0.368,0.765,48,42,90,98.3,99.3,20.6,3.7,8.5,24.7,38.0,14.3,-1.0,77.6,23.3,0.46,0.358,0.752,1.0
1,1,67,23,90,105.3,97.8,24.7,5.0,7.4,20.5,43.2,14.3,7.5,83.0,21.1,0.488,0.396,0.779,58,31,89,106.9,103.5,22.7,5.0,5.7,23.9,46.2,13.7,3.4,87.0,25.2,0.45,0.369,0.815,1.0
1,0,49,40,89,100.1,98.7,23.1,4.7,8.1,21.2,42.4,14.4,1.7,84.1,20.5,0.459,0.377,0.725,61,30,91,96.4,92.3,20.1,5.5,6.8,23.2,44.5,15.0,4.3,79.8,18.9,0.45,0.357,0.776,0.5
1,0,62,29,91,108.2,101.5,24.5,4.8,8.7,29.2,42.6,13.8,6.7,82.4,24.2,0.476,0.354,0.731,64,27,91,105.9,99.8,21.6,6.2,8.1,25.0,45.1,15.4,6.3,82.8,22.7,0.47,0.361,0.806,0.5
1,1,48,43,91,98.1,99.3,20.6,3.7,8.5,24.6,38.1,14.3,-1.1,77.6,23.4,0.459,0.357,0.75,60,28,88,102.1,96.9,22.4,4.5,8.8,23.0,36.9,14.5,5.2,76.4,22.3,0.501,0.368,0.765,0.0
1,0,58,32,90,106.8,103.6,22.7,5.0,5.6,23.7,46.2,13.7,3.2,87.1,25.1,0.449,0.369,0.817,68,23,91,105.4,97.8,24.7,5.0,7.4,20.4,43.1,14.3,7.6,83.1,21.1,0.489,0.398,0.775,0.0
1,0,49,41,90,99.7,98.5,22.9,4.7,8.1,21.2,42.4,14.5,1.7,84.0,20.4,0.458,0.376,0.723,62,30,92,96.2,92.0,20.1,5.5,6.8,23.2,44.5,14.9,4.5,79.7,18.9,0.449,0.358,0.776,0.333
1,1,62,30,92,108.3,101.7,24.5,4.8,8.7,29.2,42.5,13.8,6.6,82.6,24.3,0.475,0.354,0.732,65,27,92,106.0,100.0,21.6,6.2,8.0,25.1,45.1,15.4,6.3,82.8,22.6,0.471,0.361,0.807,0.333
1,0,49,43,92,98.2,99.2,20.6,3.7,8.5,24.5,38.1,14.3,-1.0,77.6,23.4,0.46,0.36,0.75,60,29,89,102.0,97.0,22.3,4.5,8.8,23.0,36.8,14.4,5.0,76.3,22.3,0.501,0.368,0.765,0.333
1,1,58,33,91,106.8,103.8,22.7,4.9,5.6,23.8,46.1,13.7,3.0,87.0,25.1,0.449,0.369,0.816,69,23,92,105.5,97.9,24.7,4.9,7.4,20.5,43.1,14.2,7.6,83.2,21.1,0.489,0.398,0.778,0.0
1,0,63,30,93,96.2,92.0,20.1,5.4,6.8,23.3,44.5,15.0,4.4,79.7,18.9,0.449,0.359,0.775,49,42,91,99.6,98.5,22.9,4.8,8.1,21.2,42.3,14.5,1.6,83.9,20.4,0.458,0.375,0.724,0.75
1,1,65,28,93,106.0,100.0,21.6,6.2,8.0,25.2,45.1,15.4,6.2,82.7,22.6,0.471,0.36,0.806,63,30,93,108.2,101.7,24.5,4.8,8.7,29.2,42.6,13.7,6.5,82.7,24.2,0.475,0.351,0.731,0.5
1,1,61,29,90,102.0,97.0,22.2,4.5,8.8,23.0,36.7,14.4,5.0,76.2,22.4,0.501,0.368,0.765,49,44,93,98.2,99.2,20.6,3.7,8.4,24.6,38.1,14.3,-1.0,77.6,23.4,0.46,0.359,0.751,0.75
1,1,69,24,93,105.4,97.9,24.6,4.9,7.4,20.5,43.1,14.1,7.4,83.2,21.1,0.488,0.395,0.776,59,33,92,106.7,103.7,22.6,4.9,5.6,23.7,46.2,13.7,3.0,87.2,25.0,0.449,0.368,0.816,0.75
1,0,50,42,92,99.7,98.3,22.9,4.7,8.1,21.1,42.5,14.5,1.9,83.9,20.3,0.458,0.374,0.725,63,31,94,96.0,92.1,20.1,5.4,6.8,23.3,44.2,14.9,4.2,79.6,18.9,0.449,0.36,0.773,0.4
1,0,63,31,94,108.1,101.7,24.5,4.8,8.7,29.1,42.6,13.7,6.4,82.7,24.3,0.474,0.352,0.732,66,28,94,105.9,100.0,21.5,6.2,8.0,25.3,45.1,15.3,6.2,82.6,22.6,0.47,0.361,0.807,0.4
1,1,64,31,95,96.0,92.0,20.0,5.4,6.8,23.3,44.2,14.9,4.2,79.6,18.8,0.449,0.358,0.772,62,29,91,101.9,96.9,22.1,4.5,8.7,23.1,36.7,14.3,5.0,76.1,22.4,0.501,0.367,0.767,0.0
1,1,70,24,94,105.4,97.8,24.6,4.9,7.5,20.4,43.2,14.1,7.6,83.3,21.1,0.488,0.396,0.775,67,28,95,105.9,100.0,21.5,6.1,7.9,25.4,45.0,15.3,6.2,82.5,22.6,0.47,0.361,0.808,0.0
1,0,65,31,96,96.1,92.0,20.1,5.4,6.8,23.4,44.1,14.9,4.3,79.4,18.8,0.45,0.359,0.772,62,30,92,101.9,97.0,22.2,4.5,8.7,23.0,36.6,14.3,4.8,76.1,22.4,0.501,0.366,0.766,1.0
1,1,71,24,95,105.5,97.9,24.6,4.9,7.5,20.4,43.1,14.0,7.7,83.3,21.0,0.489,0.397,0.774,67,29,96,105.9,100.2,21.5,6.1,7.9,25.3,44.9,15.3,5.9,82.5,22.6,0.47,0.362,0.808,1.0
1,1,63,30,93,101.7,96.9,22.1,4.5,8.7,23.0,36.6,14.3,4.8,76.0,22.4,0.501,0.366,0.764,65,32,97,96.0,92.0,20.1,5.4,6.8,23.3,44.1,14.8,4.2,79.4,18.8,0.45,0.36,0.771,0.5
1,1,67,30,97,105.6,100.4,21.5,6.1,7.9,25.2,44.9,15.3,5.5,82.6,22.6,0.469,0.359,0.805,72,24,96,105.6,97.6,24.6,4.9,7.5,20.4,43.2,14.0,8.0,83.3,21.1,0.489,0.397,0.776,0.0
1,1,64,30,94,101.7,96.8,22.1,4.5,8.7,23.0,36.5,14.3,4.9,75.9,22.4,0.501,0.368,0.764,65,33,98,95.9,92.1,20.0,5.3,6.8,23.3,43.9,14.9,4.1,79.3,18.8,0.45,0.359,0.771,0.667
1,1,68,30,98,105.6,100.3,21.4,6.1,7.9,25.2,44.9,15.4,5.5,82.5,22.6,0.469,0.358,0.805,72,25,97,105.5,97.7,24.6,4.9,7.5,20.4,43.2,14.0,7.8,83.4,21.1,0.488,0.397,0.778,0.333
1,1,65,34,99,95.8,92.2,20.0,5.3,6.7,23.3,43.9,14.8,3.9,79.2,18.8,0.45,0.36,0.769,65,30,95,101.7,96.7,22.0,4.5,8.7,23.1,36.5,14.2,5.0,75.9,22.4,0.501,0.368,0.765,0.25
1,1,72,26,98,105.4,97.8,24.5,4.8,7.4,20.4,43.2,14.0,7.6,83.4,21.2,0.487,0.396,0.778,69,30,99,105.6,100.2,21.4,6.1,7.9,25.3,44.9,15.3,5.6,82.5,22.5,0.469,0.359,0.805,0.5
1,1,65,31,96,101.6,96.7,22.0,4.5,8.7,22.9,36.5,14.2,4.9,75.9,22.5,0.5,0.369,0.766,66,34,100,95.8,92.1,19.9,5.2,6.8,23.3,43.9,14.8,3.9,79.2,18.8,0.451,0.359,0.768,0.6
